Timestamp,Temperature,Humidity
1/19/2024 23:00,48.99,42.64
1/19/2024 23:15,48.88,42.64
1/19/2024 23:30,48.81,42.76
1/19/2024 23:45,48.99,42.4
1/20/2024 0:00,48.81,42.3
1/20/2024 0:15,48.92,42.81
1/20/2024 0:30,48.94,42.42
1/20/2024 0:45,48.81,42.34
1/20/2024 1:00,49.01,42.29
1/20/2024 1:15,48.92,42.22
1/20/2024 1:30,48.79,42.72
1/20/2024 1:45,49.01,42.25
1/20/2024 2:00,48.88,42.25
1/20/2024 2:15,48.87,42.5
1/20/2024 2:30,49.01,42.27
1/20/2024 2:45,48.83,42.1
1/20/2024 3:00,49.05,42.28
1/20/2024 3:15,48.99,41.89
1/20/2024 3:30,48.81,42
1/20/2024 3:45,49.01,41.97
1/20/2024 4:00,48.88,41.84
1/20/2024 4:15,48.83,42.42
1/20/2024 4:30,49.01,41.92
1/20/2024 4:45,48.83,41.84
1/20/2024 5:00,48.96,41.89
1/20/2024 5:15,48.96,41.68
1/20/2024 5:30,48.79,41.68
1/20/2024 5:45,48.96,42.24
1/20/2024 6:00,48.96,41.81
1/20/2024 6:15,48.76,41.71
1/20/2024 6:30,49.01,41.7
1/20/2024 6:45,48.87,41.51
1/20/2024 7:00,48.87,42.2
1/20/2024 7:15,48.99,41.6
1/20/2024 7:30,48.83,41.78
1/20/2024 7:45,49.06,41.78
1/20/2024 8:00,48.96,41.4
1/20/2024 8:15,48.79,41.58
1/20/2024 8:30,49.01,41.62
1/20/2024 8:45,48.92,41.35
1/20/2024 9:00,48.74,41.37
1/20/2024 9:15,48.99,41.56
1/20/2024 9:30,48.88,41.44
1/20/2024 9:45,48.74,41.54
1/20/2024 10:00,48.99,41.44
1/20/2024 10:15,48.92,41.3
1/20/2024 10:30,48.79,41.43
1/20/2024 10:45,48.83,42.1
1/20/2024 11:00,48.92,41.26
1/20/2024 11:15,48.76,41.3
1/20/2024 11:30,48.74,41.81
1/20/2024 11:45,48.92,41.13
1/20/2024 12:00,48.79,41.33
1/20/2024 12:15,48.63,41.33
1/20/2024 12:30,48.87,41.69
1/20/2024 12:45,48.81,41.18
1/20/2024 13:00,48.72,41.4
1/20/2024 13:15,48.61,41.27
1/20/2024 13:30,48.81,41.24
1/20/2024 13:45,48.72,41.38
1/20/2024 14:00,48.61,41.31
1/20/2024 14:15,48.79,41.48
1/20/2024 14:30,48.76,41.24
1/20/2024 14:45,48.63,41.23
1/20/2024 15:00,48.67,41.89
1/20/2024 15:15,48.79,41.3
1/20/2024 15:30,48.6,41.42
1/20/2024 15:45,48.67,41.71
1/20/2024 16:00,48.79,41.27
1/20/2024 16:15,48.63,41.33
1/20/2024 16:30,48.72,41.77
1/20/2024 16:45,48.76,41.39
1/20/2024 17:00,48.63,41.63
1/20/2024 17:15,48.76,41.81
1/20/2024 17:30,48.74,41.37
1/20/2024 17:45,48.61,41.46
1/20/2024 18:00,48.83,41.85
1/20/2024 18:15,48.76,41.47
1/20/2024 18:30,48.6,41.44
1/20/2024 18:45,48.87,41.46
1/20/2024 19:00,48.74,41.62
1/20/2024 19:15,48.63,42.24
1/20/2024 19:30,48.88,41.63
1/20/2024 19:45,48.74,41.64
1/20/2024 20:00,48.76,41.68
1/20/2024 20:15,48.79,41.34
1/20/2024 20:30,48.69,41.76
1/20/2024 20:45,48.87,41.42
1/20/2024 21:00,48.81,41.41
1/20/2024 21:15,48.63,41.4
1/20/2024 21:30,48.88,41.25
1/20/2024 21:45,48.79,41.43
1/20/2024 22:00,48.63,41.9
1/20/2024 22:15,48.88,41.6
1/20/2024 22:30,48.74,41.43
1/20/2024 22:45,48.74,41.81
1/20/2024 23:00,48.88,41.31
1/20/2024 23:15,48.72,41.31
1/20/2024 23:30,48.87,42.14
1/20/2024 23:45,48.83,41.46
1/21/2024 0:00,48.69,41.55
1/21/2024 0:15,48.88,41.57
1/21/2024 0:30,48.83,41.56
1/21/2024 0:45,48.67,41.58
1/21/2024 1:00,48.88,41.42
1/21/2024 1:15,48.81,41.46
1/21/2024 1:30,48.69,41.45
1/21/2024 1:45,48.94,41.4
1/21/2024 2:00,48.81,41.47
1/21/2024 2:15,48.69,41.95
1/21/2024 2:30,48.92,41.48
1/21/2024 2:45,48.81,41.38
1/21/2024 3:00,48.72,41.85
1/21/2024 3:15,48.92,41.48
1/21/2024 3:30,48.79,41.41
1/21/2024 3:45,48.79,41.75
1/21/2024 4:00,48.87,41.27
1/21/2024 4:15,48.76,41.32
1/21/2024 4:30,48.83,41.87
1/21/2024 4:45,48.92,41.52
1/21/2024 5:00,48.74,41.54
1/21/2024 5:15,48.94,41.57
1/21/2024 5:30,48.83,41.14
1/21/2024 5:45,48.72,41.22
1/21/2024 6:00,48.94,41.19
1/21/2024 6:15,48.83,41.5
1/21/2024 6:30,48.74,41.88
1/21/2024 6:45,48.96,41.38
1/21/2024 7:00,48.81,41.32
1/21/2024 7:15,48.79,41.66
1/21/2024 7:30,48.92,41.11
1/21/2024 7:45,48.76,41.28
1/21/2024 8:00,48.92,41.15
1/21/2024 8:15,48.96,41.25
1/21/2024 8:30,48.81,41.05
1/21/2024 8:45,48.67,41.33
1/21/2024 9:00,48.88,41.12
1/21/2024 9:15,48.76,40.85
1/21/2024 9:30,48.61,40.83
1/21/2024 9:45,48.54,40.73
1/21/2024 10:00,48.42,40.75
1/21/2024 10:15,48.33,40.6
1/21/2024 10:30,48.54,40.28
1/21/2024 10:45,52.23,36.66
1/21/2024 11:00,49.73,38.18
1/21/2024 11:15,48.81,38.86
1/21/2024 11:30,48.36,39.43
1/21/2024 11:45,48.02,39.45
1/21/2024 12:00,47.8,39.83
1/21/2024 12:15,48,39.65
1/21/2024 12:30,47.93,39.83
1/21/2024 12:45,47.8,40.02
1/21/2024 13:00,47.88,40.38
1/21/2024 13:15,47.89,40.18
1/21/2024 13:30,47.8,40.29
1/21/2024 13:45,47.88,40.62
1/21/2024 14:00,48.02,40.61
1/21/2024 14:15,47.89,40.61
1/21/2024 14:30,47.77,40.78
1/21/2024 14:45,48.06,40.85
1/21/2024 15:00,47.95,40.77
1/21/2024 15:15,47.82,41.05
1/21/2024 15:30,48.07,40.89
1/21/2024 15:45,48.02,40.82
1/21/2024 16:00,47.89,41.67
1/21/2024 16:15,48.13,41.05
1/21/2024 16:30,47.98,40.95
1/21/2024 16:45,48.07,41.42
1/21/2024 17:00,48.13,41.17
1/21/2024 17:15,48,41.04
1/21/2024 17:30,48.16,41.35
1/21/2024 17:45,48.18,41.34
1/21/2024 18:00,48,41.19
1/21/2024 18:15,48.24,41.31
1/21/2024 18:30,48.18,41.1
1/21/2024 18:45,48,41.1
1/21/2024 19:00,48.31,41.31
1/21/2024 19:15,48.13,41.15
1/21/2024 19:30,48.13,41.4
1/21/2024 19:45,48.29,41.37
1/21/2024 20:00,48.11,41.12
1/21/2024 20:15,48.31,41.47
1/21/2024 20:30,48.24,41.34
1/21/2024 20:45,48.13,41.63
1/21/2024 21:00,48.38,41.21
1/21/2024 21:15,48.31,41.48
1/21/2024 21:30,48.31,41.88
1/21/2024 21:45,48.42,41.01
1/21/2024 22:00,48.29,41.04
1/21/2024 22:15,48.45,41.2
1/21/2024 22:30,48.49,40.92
1/21/2024 22:45,48.31,40.85
1/21/2024 23:00,48.54,41.13
1/21/2024 23:15,48.42,40.83
1/21/2024 23:30,48.33,41.53
1/21/2024 23:45,48.6,41.59
1/22/2024 0:00,48.43,40.99
1/22/2024 0:15,48.45,41.31
1/22/2024 0:30,48.6,40.94
1/22/2024 0:45,48.43,41.14
1/22/2024 1:00,48.6,41.43
1/22/2024 1:15,48.56,40.89
1/22/2024 1:30,48.45,40.63
1/22/2024 1:45,48.63,40.7
1/22/2024 2:00,48.61,40.91
1/22/2024 2:15,48.42,40.95
1/22/2024 2:30,48.69,41.04
1/22/2024 2:45,48.56,40.47
1/22/2024 3:00,48.51,41.21
1/22/2024 3:15,48.69,40.49
1/22/2024 3:30,48.56,40.75
1/22/2024 3:45,48.69,40.99
1/22/2024 4:00,48.74,40.32
1/22/2024 4:15,48.56,40.46
1/22/2024 4:30,48.72,40.39
1/22/2024 4:45,48.69,40.51
1/22/2024 5:00,48.54,40.62
1/22/2024 5:15,48.81,40.31
1/22/2024 5:30,48.72,40.33
1/22/2024 5:45,48.6,40.52
1/22/2024 6:00,48.87,40.81
1/22/2024 6:15,48.69,40.14
1/22/2024 6:30,48.67,40.59
1/22/2024 6:45,48.83,40.23
1/22/2024 7:00,48.67,40.2
